tarih;saat;yukleme_adedi;yukleme_yapilan_kart_adedi
2019-03-31;20;1032;1025
2019-03-31;21;771;762
2019-03-31;22;561;556
2019-03-31;23;291;284
2019-04-01;0;46;45
2019-04-01;1;12;11
2019-04-01;2;4;4
2019-04-01;4;2;2
2019-04-01;5;4;4
2019-04-01;6;182;178
2019-04-01;7;2055;2039
2019-04-01;8;2340;2320
2019-04-01;9;2230;2208
2019-04-01;10;2208;2183
2019-04-01;11;2732;2700
2019-04-01;12;3339;3305
2019-04-01;13;3178;3136
2019-04-01;14;3030;2992
2019-04-01;15;3098;3059
2019-04-01;16;3096;3058
2019-04-01;17;2987;2957
2019-04-01;18;3026;2999
2019-04-01;19;2774;2751
2019-04-01;20;1992;1967
2019-04-01;21;1276;1256
2019-04-01;22;818;806
2019-04-01;23;399;395
2019-04-02;0;78;78
2019-04-02;1;8;8
2019-04-02;2;4;4
2019-04-02;3;3;3
2019-04-02;5;5;5
2019-04-02;6;247;243
2019-04-02;7;3566;3532
2019-04-02;8;3379;3344
2019-04-02;9;2023;2007
2019-04-02;10;1763;1741
2019-04-02;11;2057;2040
2019-04-02;12;2841;2813
2019-04-02;13;2686;2655
2019-04-02;14;2478;2457
2019-04-02;15;3545;3506
2019-04-02;16;3541;3505
2019-04-02;17;2825;2803
2019-04-02;18;2592;2578
2019-04-02;19;2490;2470
2019-04-02;20;1666;1652
2019-04-02;21;1190;1182
2019-04-02;22;776;764
2019-04-02;23;309;305
2019-04-03;0;48;47
2019-04-03;1;8;8
2019-04-03;2;2;2
2019-04-03;3;5;5
2019-04-03;4;2;2
2019-04-03;5;5;5
2019-04-03;6;153;152
2019-04-03;7;2554;2535
2019-04-03;8;2697;2665
2019-04-03;9;1817;1795
2019-04-03;10;1689;1679
2019-04-03;11;2010;1986
2019-04-03;12;2742;2715
2019-04-03;13;2561;2528
2019-04-03;14;2368;2330
2019-04-03;15;3157;3117
2019-04-03;16;3267;3219
2019-04-03;17;2823;2799
2019-04-03;18;2624;2606
2019-04-03;19;2410;2390
2019-04-03;20;1686;1673
2019-04-03;21;1136;1126
2019-04-03;22;691;687
2019-04-03;23;335;330
2019-04-04;0;53;52
2019-04-04;1;8;8
2019-04-04;2;3;3
2019-04-04;4;2;2
2019-04-04;5;2;2
2019-04-04;6;210;210
2019-04-04;7;2633;2614
2019-04-04;8;2794;2771
2019-04-04;9;2050;2031
2019-04-04;10;1763;1747
2019-04-04;11;2067;2045
2019-04-04;12;2665;2646
2019-04-04;13;2563;2530
2019-04-04;14;2402;2372
2019-04-04;15;3226;3193
2019-04-04;16;3086;3051
2019-04-04;17;2775;2754
2019-04-04;18;2656;2630
2019-04-04;19;2492;2470
2019-04-04;20;1775;1765
2019-04-04;21;1271;1262
2019-04-04;22;758;748
2019-04-04;23;338;336
2019-04-05;0;75;73
2019-04-05;1;3;3
2019-04-05;2;4;4
2019-04-05;3;1;1
2019-04-05;5;3;3
2019-04-05;6;206;206
2019-04-05;7;2851;2833
2019-04-05;8;2767;2750
2019-04-05;9;1789;1763
2019-04-05;10;1701;1692
2019-04-05;11;2072;2047
2019-04-05;12;2632;2607
2019-04-05;13;2276;2249
2019-04-05;14;2651;2620
2019-04-05;15;3429;3406
2019-04-05;16;3476;3438
2019-04-05;17;2973;2940
2019-04-05;18;2726;2707
2019-04-05;19;2651;2623
2019-04-05;20;1890;1867
2019-04-05;21;1193;1182
2019-04-05;22;785;773
2019-04-05;23;371;367
2019-04-06;0;61;61
2019-04-06;1;11;11
2019-04-06;2;3;3
2019-04-06;3;3;3
2019-04-06;5;3;3
2019-04-06;6;126;125
2019-04-06;7;1513;1499
2019-04-06;8;2387;2371
2019-04-06;9;2025;1996
2019-04-06;10;2510;2483
2019-04-06;11;2909;2876
2019-04-06;12;3556;3528
2019-04-06;13;3482;3440
2019-04-06;14;3191;3169
2019-04-06;15;3509;3466
2019-04-06;16;3011;2976
2019-04-06;17;2892;2863
2019-04-06;18;2580;2542
2019-04-06;19;2037;2008
2019-04-06;20;1507;1490
2019-04-06;21;984;969
2019-04-06;22;710;700
2019-04-06;23;299;298
2019-04-07;0;65;65
2019-04-07;1;5;5
2019-04-07;2;2;2
2019-04-07;3;1;1
2019-04-07;4;1;1
2019-04-07;5;2;2
2019-04-07;6;15;15
2019-04-07;7;437;431
2019-04-07;8;1129;1118
2019-04-07;9;1093;1085
2019-04-07;10;1216;1202
2019-04-07;11;1768;1753
2019-04-07;12;2946;2902
2019-04-07;13;2867;2826
2019-04-07;14;2621;2592
2019-04-07;15;2763;2729
2019-04-07;16;2521;2482
2019-04-07;17;2392;2357
2019-04-07;18;2353;2318
2019-04-07;19;2004;1979
2019-04-07;20;1643;1621
2019-04-07;21;1167;1151
2019-04-07;22;833;827
2019-04-07;23;346;344
2019-04-08;0;94;94
2019-04-08;1;19;19
2019-04-08;2;3;3
2019-04-08;3;1;1
2019-04-08;4;1;1
2019-04-08;5;6;6
2019-04-08;6;315;314
2019-04-08;7;4623;4589
2019-04-08;8;3932;3901
2019-04-08;9;2478;2450
2019-04-08;10;2353;2327
2019-04-08;11;2444;2422
2019-04-08;12;3254;3219
2019-04-08;13;3006;2975
2019-04-08;14;2600;2566
2019-04-08;15;3616;3578
2019-04-08;16;3675;3635
2019-04-08;17;3068;3038
2019-04-08;18;2789;2760
2019-04-08;19;2534;2512
2019-04-08;20;1776;1758
2019-04-08;21;1215;1203
2019-04-08;22;744;736
2019-04-08;23;345;344
2019-04-09;0;77;75
2019-04-09;1;9;9
2019-04-09;2;5;5
2019-04-09;3;2;2
2019-04-09;4;3;3
2019-04-09;5;4;4
2019-04-09;6;209;206
2019-04-09;7;2903;2877
2019-04-09;8;3023;3005
2019-04-09;9;2033;2020
2019-04-09;10;2039;2024
2019-04-09;11;1812;1796
2019-04-09;12;2177;2148
2019-04-09;13;2269;2248
2019-04-09;14;2196;2168
2019-04-09;15;2953;2927
2019-04-09;16;2843;2812
2019-04-09;17;2725;2702
2019-04-09;18;2626;2598
2019-04-09;19;2167;2145
2019-04-09;20;1639;1617
2019-04-09;21;1113;1101
2019-04-09;22;662;656
2019-04-09;23;277;274
2019-04-10;0;58;55
2019-04-10;1;5;5
2019-04-10;2;1;1
2019-04-10;3;3;3
2019-04-10;4;1;1
2019-04-10;5;3;3
2019-04-10;6;214;212
2019-04-10;7;2614;2594
2019-04-10;8;2829;2802
2019-04-10;9;2082;2060
2019-04-10;10;1972;1947
2019-04-10;11;2344;2322
2019-04-10;12;2886;2858
2019-04-10;13;2676;2645
2019-04-10;14;2480;2458
2019-04-10;15;3086;3054
2019-04-10;16;3231;3200
2019-04-10;17;2745;2723
2019-04-10;18;2641;2612
2019-04-10;19;2275;2255
2019-04-10;20;1691;1673
2019-04-10;21;983;972
2019-04-10;22;634;630
2019-04-10;23;268;266
2019-04-11;0;52;52
2019-04-11;1;8;8
2019-04-11;3;1;1
2019-04-11;4;3;3
2019-04-11;5;3;3
2019-04-11;6;202;199
2019-04-11;7;2697;2679
2019-04-11;8;2844;2821
2019-04-11;9;2116;2091
2019-04-11;10;2081;2064
2019-04-11;11;2287;2269
2019-04-11;12;2865;2842
2019-04-11;13;2783;2758
2019-04-11;14;2492;2467
2019-04-11;15;3142;3115
2019-04-11;16;3104;3078
2019-04-11;17;2633;2621
2019-04-11;18;2556;2525
2019-04-11;19;2436;2409
2019-04-11;20;1645;1638
2019-04-11;21;1016;1007
2019-04-11;22;744;733
2019-04-11;23;298;296
2019-04-12;0;53;52
2019-04-12;1;7;7
2019-04-12;2;4;4
2019-04-12;3;5;5
2019-04-12;5;1;1
2019-04-12;6;217;216
2019-04-12;7;2606;2593
2019-04-12;8;2811;2790
2019-04-12;9;2037;2016
2019-04-12;10;1967;1948
2019-04-12;11;2272;2250
2019-04-12;12;2838;2812
2019-04-12;13;2407;2389
2019-04-12;14;2839;2806
2019-04-12;15;3380;3345
2019-04-12;16;3438;3398
2019-04-12;17;2984;2952
2019-04-12;18;2735;2707
2019-04-12;19;2540;2515
2019-04-12;20;1741;1715
2019-04-12;21;1113;1105
2019-04-12;22;743;734
2019-04-12;23;327;324
2019-04-13;0;51;51
2019-04-13;1;4;4
2019-04-13;2;4;4
2019-04-13;4;1;1
2019-04-13;5;4;4
2019-04-13;6;129;128
2019-04-13;7;1570;1559
2019-04-13;8;2278;2257
2019-04-13;9;1848;1829
2019-04-13;10;2263;2241
2019-04-13;11;2897;2862
2019-04-13;12;3666;3623
2019-04-13;13;3406;3367
2019-04-13;14;2844;2807
2019-04-13;15;2946;2911
2019-04-13;16;2871;2834
2019-04-13;17;2728;2695
2019-04-13;18;2747;2723
2019-04-13;19;1979;1957
2019-04-13;20;1438;1411
2019-04-13;21;924;913
2019-04-13;22;721;708
2019-04-13;23;336;333
2019-04-14;0;64;63
2019-04-14;1;6;6
2019-04-14;2;5;5
2019-04-14;4;2;2
2019-04-14;5;2;2
2019-04-14;6;21;20
2019-04-14;7;348;346
2019-04-14;8;961;951
2019-04-14;9;1085;1069
2019-04-14;10;1419;1404
2019-04-14;11;1897;1883
2019-04-14;12;2524;2491
2019-04-14;13;2411;2379
2019-04-14;14;2295;2265
2019-04-14;15;2464;2435
2019-04-14;16;2457;2413
2019-04-14;17;2363;2334
2019-04-14;18;2319;2289
2019-04-14;19;1820;1795
2019-04-14;20;1456;1442
2019-04-14;21;1423;1407
2019-04-14;22;804;797
2019-04-14;23;342;340
2019-04-15;0;61;61
2019-04-15;1;12;12
2019-04-15;2;3;2
2019-04-15;3;1;1
2019-04-15;5;3;3
2019-04-15;6;299;297
2019-04-15;7;4229;4187
2019-04-15;8;3529;3504
2019-04-15;9;2258;2239
2019-04-15;10;1988;1975
2019-04-15;11;2496;2469
2019-04-15;12;2494;2472
2019-04-15;13;2505;2485
2019-04-15;14;2342;2310
2019-04-15;15;3439;3406
2019-04-15;16;3394;3355
2019-04-15;17;2903;2873
2019-04-15;18;2700;2658
2019-04-15;19;2427;2399
2019-04-15;20;1716;1696
2019-04-15;21;1097;1088
2019-04-15;22;644;635
2019-04-15;23;307;302
2019-04-16;0;41;41
2019-04-16;1;12;12
2019-04-16;2;3;3
2019-04-16;3;1;1
2019-04-16;4;1;1
2019-04-16;5;2;2
2019-04-16;6;185;182
2019-04-16;7;2711;2686
2019-04-16;8;2769;2746
2019-04-16;9;1860;1840
2019-04-16;10;1735;1721
2019-04-16;11;2228;2199
2019-04-16;12;2771;2744
2019-04-16;13;2461;2442
2019-04-16;14;2425;2393
2019-04-16;15;3009;2984
2019-04-16;16;3066;3022
2019-04-16;17;2821;2793
2019-04-16;18;2408;2380
2019-04-16;19;2309;2280
2019-04-16;20;1622;1601
2019-04-16;21;1035;1021
2019-04-16;22;643;639
2019-04-16;23;267;264
2019-04-17;0;53;53
2019-04-17;1;8;8
2019-04-17;2;2;2
2019-04-17;3;2;2
2019-04-17;4;2;2
2019-04-17;5;6;6
2019-04-17;6;203;200
2019-04-17;7;2564;2537
2019-04-17;8;2718;2697
2019-04-17;9;1780;1766
2019-04-17;10;1721;1698
2019-04-17;11;2121;2101
2019-04-17;12;2661;2631
2019-04-17;13;2457;2427
2019-04-17;14;2149;2134
2019-04-17;15;2900;2864
2019-04-17;16;3023;2987
2019-04-17;17;2592;2571
2019-04-17;18;2383;2357
2019-04-17;19;2291;2265
2019-04-17;20;1590;1577
2019-04-17;21;977;964
2019-04-17;22;575;567
2019-04-17;23;277;274
2019-04-18;0;78;78
2019-04-18;1;3;3
2019-04-18;2;5;4
2019-04-18;3;3;3
2019-04-18;4;3;3
2019-04-18;5;2;2
2019-04-18;6;166;164
2019-04-18;7;2622;2598
2019-04-18;8;2574;2553
2019-04-18;9;1742;1728
2019-04-18;10;1759;1742
2019-04-18;11;1917;1895
2019-04-18;12;2397;2380
2019-04-18;13;2377;2361
2019-04-18;14;2267;2244
2019-04-18;15;3105;3064
2019-04-18;16;3028;2997
2019-04-18;17;2660;2634
2019-04-18;18;2387;2365
2019-04-18;19;2291;2267
2019-04-18;20;1650;1622
2019-04-18;21;998;987
2019-04-18;22;659;650
2019-04-18;23;339;334
2019-04-19;0;62;61
2019-04-19;1;8;8
2019-04-19;2;6;6
2019-04-19;4;3;3
2019-04-19;5;5;5
2019-04-19;6;179;178
2019-04-19;7;2479;2460
2019-04-19;8;2588;2569
2019-04-19;9;1823;1802
2019-04-19;10;1691;1665
2019-04-19;11;2027;2011
2019-04-19;12;2402;2384
2019-04-19;13;2299;2278
2019-04-19;14;2664;2632
2019-04-19;15;3335;3304
2019-04-19;16;3134;3088
2019-04-19;17;2596;2570
2019-04-19;18;2378;2357
2019-04-19;19;2302;2286
2019-04-19;20;1639;1621
2019-04-19;21;993;984
2019-04-19;22;745;729
2019-04-19;23;320;314
2019-04-20;0;46;46
2019-04-20;1;4;4
2019-04-20;2;2;2
2019-04-20;3;1;1
2019-04-20;5;2;2
2019-04-20;6;95;94
2019-04-20;7;1248;1237
2019-04-20;8;1846;1828
2019-04-20;9;1607;1584
2019-04-20;10;1837;1820
2019-04-20;11;2378;2354
2019-04-20;12;3074;3033
2019-04-20;13;3072;3025
2019-04-20;14;2639;2603
2019-04-20;15;2408;2381
2019-04-20;16;2393;2369
2019-04-20;17;2519;2484
2019-04-20;18;2228;2195
2019-04-20;19;1879;1862
2019-04-20;20;1384;1350
2019-04-20;21;841;833
2019-04-20;22;568;562
2019-04-20;23;275;274
2019-04-21;0;48;48
2019-04-21;1;8;8
2019-04-21;2;1;1
2019-04-21;6;25;25
2019-04-21;7;281;279
2019-04-21;8;763;752
2019-04-21;9;950;936
2019-04-21;10;1009;1000
2019-04-21;11;1500;1478
2019-04-21;12;2152;2129
2019-04-21;13;2192;2168
2019-04-21;14;2004;1972
2019-04-21;15;2112;2090
2019-04-21;16;2196;2169
2019-04-21;17;2001;1981
2019-04-21;18;1851;1831
2019-04-21;19;1725;1701
2019-04-21;20;1469;1454
2019-04-21;21;974;968
2019-04-21;22;712;701
2019-04-21;23;304;302
2019-04-22;0;53;53
2019-04-22;1;8;8
2019-04-22;2;4;4
2019-04-22;5;7;7
2019-04-22;6;269;266
2019-04-22;7;3880;3834
2019-04-22;8;3419;3384
2019-04-22;9;2021;2004
2019-04-22;10;1925;1902
2019-04-22;11;2247;2218
2019-04-22;12;3137;3107
2019-04-22;13;2900;2867
2019-04-22;14;2665;2639
2019-04-22;15;3571;3540
2019-04-22;16;3365;3327
2019-04-22;17;2893;2872
2019-04-22;18;2574;2556
2019-04-22;19;2351;2323
2019-04-22;20;1597;1586
2019-04-22;21;943;936
2019-04-22;22;623;615
2019-04-22;23;250;249
2019-04-23;0;53;53
2019-04-23;1;5;5
2019-04-23;2;2;2
2019-04-23;3;3;3
2019-04-23;4;1;1
2019-04-23;5;1;1
2019-04-23;6;121;118
2019-04-23;7;1070;1057
2019-04-23;8;1335;1317
2019-04-23;9;1537;1521
2019-04-23;10;1845;1823
2019-04-23;11;2480;2438
2019-04-23;12;3111;3067
2019-04-23;13;3006;2969
2019-04-23;14;2575;2538
2019-04-23;15;2356;2333
2019-04-23;16;2392;2367
2019-04-23;17;2469;2435
2019-04-23;18;2557;2534
2019-04-23;19;2330;2312
2019-04-23;20;1734;1715
2019-04-23;21;1085;1071
2019-04-23;22;733;724
2019-04-23;23;338;336
2019-04-24;0;67;67
2019-04-24;1;8;8
2019-04-24;2;4;4
2019-04-24;3;2;2
2019-04-24;4;2;2
2019-04-24;5;6;6
2019-04-24;6;240;237
2019-04-24;7;2853;2834
2019-04-24;8;2998;2964
2019-04-24;9;2031;2014
2019-04-24;10;1874;1855
2019-04-24;11;2176;2143
2019-04-24;12;2930;2903
2019-04-24;13;2563;2530
2019-04-24;14;2476;2445
2019-04-24;15;3391;3357
2019-04-24;16;3148;3118
2019-04-24;17;2783;2752
2019-04-24;18;2573;2550
2019-04-24;19;2299;2279
2019-04-24;20;1849;1825
2019-04-24;21;1149;1142
2019-04-24;22;782;775
2019-04-24;23;354;352
2019-04-25;0;58;56
2019-04-25;1;10;10
2019-04-25;2;2;2
2019-04-25;3;2;2
2019-04-25;4;2;2
2019-04-25;5;3;3
2019-04-25;6;181;180
2019-04-25;7;2494;2475
2019-04-25;8;2784;2765
2019-04-25;9;2011;1997
2019-04-25;10;1928;1903
2019-04-25;11;2311;2286
2019-04-25;12;2866;2833
2019-04-25;13;2741;2707
2019-04-25;14;2611;2586
2019-04-25;15;3350;3314
2019-04-25;16;3113;3077
2019-04-25;17;2586;2563
2019-04-25;18;2704;2674
2019-04-25;19;2249;2221
2019-04-25;20;1754;1734
2019-04-25;21;1182;1168
2019-04-25;22;744;737
2019-04-25;23;323;322
2019-04-26;0;56;56
2019-04-26;1;4;4
2019-04-26;2;2;2
2019-04-26;3;4;4
2019-04-26;4;1;1
2019-04-26;5;2;2
2019-04-26;6;192;191
2019-04-26;7;2461;2444
2019-04-26;8;2622;2601
2019-04-26;9;2031;2005
2019-04-26;10;1797;1777
2019-04-26;11;2212;2185
2019-04-26;12;2361;2336
2019-04-26;13;2304;2283
2019-04-26;14;2404;2380
2019-04-26;15;3227;3185
2019-04-26;16;3210;3166
2019-04-26;17;2759;2730
2019-04-26;18;2158;2136
2019-04-26;19;2099;2077
2019-04-26;20;1456;1444
2019-04-26;21;957;944
2019-04-26;22;672;663
2019-04-26;23;287;285
2019-04-27;0;52;50
2019-04-27;1;2;2
2019-04-27;2;2;2
2019-04-27;3;1;1
2019-04-27;4;1;1
2019-04-27;5;5;5
2019-04-27;6;112;111
2019-04-27;7;1175;1166
2019-04-27;8;1785;1764
2019-04-27;9;1652;1634
2019-04-27;10;1684;1663
2019-04-27;11;2373;2348
2019-04-27;12;3168;3128
2019-04-27;13;3226;3198
2019-04-27;14;2869;2837
2019-04-27;15;2831;2785
2019-04-27;16;2634;2588
2019-04-27;17;2708;2661
2019-04-27;18;2717;2677
2019-04-27;19;2189;2165
2019-04-27;20;1709;1685
2019-04-27;21;1172;1153
2019-04-27;22;862;853
2019-04-27;23;416;405
2019-04-28;0;76;76
2019-04-28;1;5;5
2019-04-28;3;1;1
2019-04-28;5;1;1
2019-04-28;6;30;30
2019-04-28;7;350;347
2019-04-28;8;772;756
2019-04-28;9;992;986
2019-04-28;10;1293;1268
2019-04-28;11;1813;1783
2019-04-28;12;2612;2569
2019-04-28;13;2578;2549
2019-04-28;14;2495;2468
2019-04-28;15;2578;2533
2019-04-28;16;2437;2410
2019-04-28;17;2331;2302
2019-04-28;18;2351;2318
2019-04-28;19;2212;2177
2019-04-28;20;1694;1675
2019-04-28;21;1207;1191
2019-04-28;22;913;901
2019-04-28;23;373;369
2019-04-29;0;77;76
2019-04-29;1;13;13
2019-04-29;2;4;4
2019-04-29;3;2;2
2019-04-29;4;2;2
2019-04-29;5;10;9
2019-04-29;6;345;345
2019-04-29;7;4275;4244
2019-04-29;8;4019;3990
2019-04-29;9;2540;2520
2019-04-29;10;2108;2084
2019-04-29;11;2455;2417
2019-04-29;12;3288;3258
2019-04-29;13;3130;3088
2019-04-29;14;2836;2807
2019-04-29;15;3815;3774
2019-04-29;16;3660;3617
2019-04-29;17;3189;3144
2019-04-29;18;2929;2903
2019-04-29;19;2665;2636
2019-04-29;20;2006;1987
2019-04-29;21;1178;1158
2019-04-29;22;963;951
2019-04-29;23;409;402
2019-04-30;0;73;71
2019-04-30;1;4;4
2019-04-30;2;4;4
2019-04-30;3;2;2
2019-04-30;4;3;3
2019-04-30;5;4;4
2019-04-30;6;240;238
2019-04-30;7;2728;2710
2019-04-30;8;3217;3194
2019-04-30;9;2251;2227
2019-04-30;10;1907;1886
2019-04-30;11;2289;2269
2019-04-30;12;3061;3038
2019-04-30;13;2754;2726
2019-04-30;14;2526;2504
2019-04-30;15;3119;3073
2019-04-30;16;3022;2998
2019-04-30;17;2686;2649
2019-04-30;18;2523;2489
2019-04-30;19;2340;2315
2019-04-30;20;1874;1847
2019-04-30;21;1145;1133
2019-04-30;22;754;746
2019-04-30;23;322;320
2019-05-01;0;56;55
2019-05-01;1;7;7
2019-05-01;2;3;3
2019-05-01;3;1;1
2019-05-01;5;4;4
2019-05-01;6;139;138
2019-05-01;7;1180;1167
2019-05-01;8;1487;1470
2019-05-01;9;1708;1686
2019-05-01;10;2163;2132
2019-05-01;11;2479;2441
2019-05-01;12;2793;2765
2019-05-01;13;2740;2710
2019-05-01;14;2298;2263
2019-05-01;15;2273;2235
2019-05-01;16;2185;2155
2019-05-01;17;2298;2258
2019-05-01;18;2421;2403
2019-05-01;19;2471;2438
2019-05-01;20;1963;1943
2019-05-01;21;1321;1304
2019-05-01;22;819;812
2019-05-01;23;405;399
2019-05-02;0;93;88
2019-05-02;1;7;7
2019-05-02;3;3;3
2019-05-02;5;8;8
2019-05-02;6;203;201
2019-05-02;7;2868;2857
2019-05-02;8;3255;3233
2019-05-02;9;2279;2256
2019-05-02;10;2052;2025
2019-05-02;11;2394;2376
2019-05-02;12;3014;2990
2019-05-02;13;2831;2807
2019-05-02;14;2396;2372
2019-05-02;15;3352;3319
2019-05-02;16;3333;3298
2019-05-02;17;2669;2652
2019-05-02;18;2676;2654
2019-05-02;19;2419;2395
2019-05-02;20;1893;1875
2019-05-02;21;1181;1170
2019-05-02;22;779;773
2019-05-02;23;378;369
2019-05-03;0;71;70
2019-05-03;1;12;12
2019-05-03;2;2;2
2019-05-03;3;2;2
2019-05-03;5;2;2
2019-05-03;6;204;201
2019-05-03;7;2681;2659
2019-05-03;8;2975;2943
2019-05-03;9;2268;2256
2019-05-03;10;2053;2030
2019-05-03;11;2311;2279
2019-05-03;12;2582;2544
2019-05-03;13;2364;2339
2019-05-03;14;2693;2648
2019-05-03;15;3272;3227
2019-05-03;16;3294;3255
2019-05-03;17;2802;2772
2019-05-03;18;2682;2664
2019-05-03;19;2592;2554
2019-05-03;20;1914;1890
2019-05-03;21;1173;1161
2019-05-03;22;793;783
2019-05-03;23;382;376
2019-05-04;0;84;83
2019-05-04;1;11;11
2019-05-04;2;3;3
2019-05-04;3;1;1
2019-05-04;4;1;1
2019-05-04;5;6;6
2019-05-04;6;120;117
2019-05-04;7;1276;1255
2019-05-04;8;1919;1901
2019-05-04;9;1901;1874
2019-05-04;10;2211;2187
2019-05-04;11;2843;2815
2019-05-04;12;3558;3514
2019-05-04;13;3392;3338
2019-05-04;14;3040;2998
2019-05-04;15;2682;2656
2019-05-04;16;2711;2675
2019-05-04;17;2610;2574
2019-05-04;18;2676;2646
2019-05-04;19;2372;2355
2019-05-04;20;2011;1973
2019-05-04;21;1264;1251
2019-05-04;22;928;917
2019-05-04;23;437;430
2019-05-05;0;87;87
2019-05-05;1;1;1
2019-05-05;2;2;2
2019-05-05;4;1;1
2019-05-05;5;2;2
2019-05-05;6;18;18
2019-05-05;7;335;334
2019-05-05;8;1047;1032
2019-05-05;9;1078;1063
2019-05-05;10;1253;1238
2019-05-05;11;1836;1810
2019-05-05;12;2553;2522
2019-05-05;13;3010;2967
2019-05-05;14;2597;2556
2019-05-05;15;2380;2344
2019-05-05;16;2394;2367
2019-05-05;17;2668;2633
2019-05-05;18;2335;2310
2019-05-05;19;1856;1829
2019-05-05;20;1653;1636
2019-05-05;21;1433;1415
2019-05-05;22;968;951
2019-05-05;23;402;398
2019-05-06;0;83;81
2019-05-06;1;9;9
2019-05-06;2;8;8
2019-05-06;3;23;23
2019-05-06;4;18;18
2019-05-06;5;7;7
2019-05-06;6;166;161
2019-05-06;7;3232;3206
2019-05-06;8;3159;3125
2019-05-06;9;2067;2041
2019-05-06;10;1703;1680
2019-05-06;11;2055;2027
2019-05-06;12;2811;2785
2019-05-06;13;2640;2609
2019-05-06;14;2732;2698
2019-05-06;15;3869;3835
2019-05-06;16;3515;3479
2019-05-06;17;2885;2863
2019-05-06;18;2922;2887
2019-05-06;19;1437;1422
2019-05-06;20;796;789
2019-05-06;21;1243;1225
2019-05-06;22;951;939
2019-05-06;23;523;516
2019-05-07;0;140;138
2019-05-07;1;27;26
2019-05-07;2;18;18
2019-05-07;3;17;17
2019-05-07;4;16;16
2019-05-07;5;2;2
2019-05-07;6;120;120
2019-05-07;7;2080;2067
2019-05-07;8;2425;2407
2019-05-07;9;1768;1754
2019-05-07;10;1576;1564
2019-05-07;11;1772;1752
2019-05-07;12;2466;2438
2019-05-07;13;2229;2202
2019-05-07;14;2480;2456
2019-05-07;15;3352;3313
2019-05-07;16;2989;2963
2019-05-07;17;2618;2587
2019-05-07;18;2633;2604
2019-05-07;19;1224;1210
2019-05-07;20;932;920
2019-05-07;21;1237;1224
2019-05-07;22;914;903
2019-05-07;23;457;453
2019-05-08;0;137;134
2019-05-08;1;22;22
2019-05-08;2;7;7
2019-05-08;3;20;20
2019-05-08;4;15;15
2019-05-08;5;3;3
2019-05-08;6;106;104
2019-05-08;7;2038;2022
2019-05-08;8;2215;2201
2019-05-08;9;1626;1608
2019-05-08;10;1426;1408
2019-05-08;11;1754;1741
2019-05-08;12;2528;2512
2019-05-08;13;2347;2318
2019-05-08;14;2371;2350
2019-05-08;15;3263;3234
2019-05-08;16;3086;3054
2019-05-08;17;2752;2715
2019-05-08;18;2593;2574
2019-05-08;19;1115;1105
2019-05-08;20;823;812
2019-05-08;21;1167;1149
2019-05-08;22;841;832
2019-05-08;23;383;377
2019-05-09;0;134;132
2019-05-09;1;14;14
2019-05-09;2;15;15
2019-05-09;3;11;11
2019-05-09;4;9;9
2019-05-09;5;3;3
2019-05-09;6;97;96
2019-05-09;7;1913;1893
2019-05-09;8;2222;2204
2019-05-09;9;1571;1558
2019-05-09;10;1419;1407
2019-05-09;11;1763;1744
2019-05-09;12;2400;2375
2019-05-09;13;2237;2222
2019-05-09;14;2417;2396
2019-05-09;15;3343;3308
2019-05-09;16;3002;2977
2019-05-09;17;2598;2567
2019-05-09;18;2636;2608
2019-05-09;19;1316;1304
2019-05-09;20;843;836
2019-05-09;21;1174;1155
2019-05-09;22;904;893
2019-05-09;23;548;545
2019-05-10;0;173;171
2019-05-10;1;16;15
2019-05-10;2;6;6
2019-05-10;3;7;7
2019-05-10;4;10;10
2019-05-10;5;6;6
2019-05-10;6;99;98
2019-05-10;7;1755;1741
2019-05-10;8;2011;1992
2019-05-10;9;1543;1525
2019-05-10;10;1368;1360
2019-05-10;11;1731;1715
2019-05-10;12;1976;1957
2019-05-10;13;2217;2200
2019-05-10;14;2592;2572
2019-05-10;15;3222;3185
2019-05-10;16;3086;3053
2019-05-10;17;2814;2780
2019-05-10;18;2756;2726
2019-05-10;19;1215;1205
2019-05-10;20;775;771
2019-05-10;21;1160;1146
2019-05-10;22;872;863
2019-05-10;23;546;545
2019-05-11;0;153;151
2019-05-11;1;15;15
2019-05-11;2;10;10
2019-05-11;3;7;7
2019-05-11;4;10;10
2019-05-11;5;3;3
2019-05-11;6;56;55
2019-05-11;7;703;700
2019-05-11;8;1117;1106
2019-05-11;9;882;872
2019-05-11;10;845;831
2019-05-11;11;1367;1352
2019-05-11;12;2306;2284
2019-05-11;13;2528;2497
2019-05-11;14;2591;2562
2019-05-11;15;2601;2561
2019-05-11;16;2619;2589
2019-05-11;17;2680;2638
2019-05-11;18;2706;2679
2019-05-11;19;1095;1077
2019-05-11;20;754;742
2019-05-11;21;1058;1044
2019-05-11;22;881;866
2019-05-11;23;535;530
2019-05-12;0;163;161
2019-05-12;1;19;19
2019-05-12;2;5;5
2019-05-12;3;5;5
2019-05-12;4;5;5
2019-05-12;5;2;2
2019-05-12;6;10;10
2019-05-12;7;138;135
2019-05-12;8;330;328
2019-05-12;9;550;547
2019-05-12;10;765;752
2019-05-12;11;1153;1138
2019-05-12;12;1674;1653
2019-05-12;13;2198;2168
2019-05-12;14;2320;2279
2019-05-12;15;2337;2294
2019-05-12;16;2266;2242
2019-05-12;17;2433;2400
