tarih,toplanan atik miktari (Ton)
2004-12-31,0
2005-12-31,4703
2006-12-31,8673
2007-12-31,12649
2008-12-31,8426
2009-12-31,11469
2010-12-31,9343
2011-12-31,12287
2012-12-31,14279
